A1;A2;A3;A4a;A4b;A4c;A5;A6;A7;D01;D02a;D02b;D02c;D17;D18;D19;Q01;Q02;Q03;Q04a;Q04b;Q04c;Q04d;Q04e;Q04f;Q04g;Q05a;Q05b;Q05c;Q05d;Q05e;Q06a;Q06b;Q06c;Q06d;Q07;Q08;Q09;Q10b;Q10c;Q11a;Q11b;Q11c;Q12P1b;Q12LHb;Q12LHb_Otro;Q12LHc;TextoQ12LHc_1;Q12LHd;Q12RC;Q12P2b;Q13P1b;Q13P2b;Q14a;Q14b;Q18;Q17a;Q17b;Q17c;Q17d;Q17e;Q15a;Q15b;Q15c;Q15d;Q16a;Q16b;Q16c;Q21;Q22c;Q22d;Q22e;Q23a;Q23b;P01;P02a;TextoP02a;P02b;P02c;P03;P04;P05;P06;P07a;P08a;P07b;P08b;P07c;P08c;P09;OCUPACION;ENCUEJEFE;OCUPACJEFE;D06;INSTRUC;D04;D05;D09a;D09b;D10a;D10b;D10c;TextoD10c;D10d;D10e;D12a;TextoD12a_1;D12b;D12c;TextoD12_1;D14;D16;TextoD16_1;D20;ACTIVIDAD;NIVELOCUP;CLASESOC;NIVELEDUC;EDUC;EDUC1;ESEC;CSEC;CSEC3;CSEC2
1025;G028;2;2;15;2020;0.832052522295433;1;4;2;19;6;1971;21;21;21001;2;3;4;2;4;2;4;2;2;4;2;4;4;4;4;2;4;4;4;3;4;3;2;2;2;4;2;10;120;;990;LARRAÑAGA;1;1;10;10;10;5;5;10;1;10;4;8;3;0;10;10;10;0;10;0;4;2;1;1;2;2;2;10;;10;99;2;2;2;1;;;;;2;2;2;36;2;55;8;25;4;2;4;9999998;1;1;1;;1;4;8;;3;;;1;121;;3;1;1;5;4;2;1;5;3;4;3
1026;G023;1;2;15;2020;0.894882409322849;1;4;2;2;4;1992;18;18;18001;4;3;2;2;2;4;2;4;2;4;2;1;4;4;2;4;2;2;5;2;1;3;2;2;4;4;2;10;160;;990;880;3;1;10;98;98;4;5;8;0;10;8;9;7;0;10;7;7;0;10;7;2;2;2;1;2;2;3;10;;10;10;2;2;2;2;1;1;;;;;1;10;2;51;;26;1;2;4;0;1;1;1;;3;2;3;;;;;1;121;;4;4;2;5;4;2;2;6;3;4;3
1027;G026;2;2;15;2020;104.804.752.757.694;1;4;2;18;7;1980;14;14;14001;4;1;5;4;2;4;2;2;2;2;2;2;2;2;4;2;4;2;4;3;2;2;1;1;2;1;5;30;350;;990;609;2;2;30;30;30;5;5;5;2;8;8;9;7;10;0;0;0;10;0;0;3;1;3;2;2;2;2;20;;20;99;2;1;2;2;;;2;2;;;3;13;1;55;;16;1;2;1;0;1;2;998;;9;1;3;;7;;;1;121;;3;4;1;5;2;1;1;3;4;4;3
1028;G015;2;2;15;2020;0.832052522295433;1;4;2;25;4;1965;10;10;10027;2;2;2;1;4;2;4;2;4;4;4;4;2;4;4;2;2;4;4;3;2;2;1;1;3;2;2;30;310;;990;0,9;1;2;30;30;30;4;4;4;1;7;8;9;8;9;4;4;2;8;5;5;1;1;2;4;8;2;8;20;;30;99;1;1;2;2;;;2;3;;;1;24;1;24;1;56;3;1;6;0;3;9;998;;9;5;3;;7;;;1;121;;3;1;6;1;6;3;3;12;1;1;1
1029;G019;1;2;15;2020;136.642.050.352.914;1;4;1;9;10;1975;10;10;10027;2;2;2;1;4;2;4;4;4;4;4;4;1;2;5;2;1;2;2;3;4;3;2;2;3;3;3;91;999;;991;;91;91;10;40;10;2;4;6;4;7;7;9;5;5;8;5;4;4;8;4;2;2;2;8;2;2;3;20;;11;99;1;2;9;2;4;4;;;;;2;45;1;45;1;56;3;2;5;0;1;1;1;;3;2;3;;7;;;1;121;;1;2;5;2;6;3;3;11;1;1;1
1030;G013;2;2;15;2020;0.894882409322849;1;4;2;17;7;1994;18;18;18001;3;3;4;2;2;4;2;2;2;3;4;2;4;2;4;2;4;4;4;2;2;1;1;1;3;4;2;74;740;;998;;97;1;30;30;30;1;2;4;8;4;2;5;6;8;5;2;5;7;3;3;3;1;2;2;2;2;2;30;;10;99;2;1;2;1;;;4;3;;;1;10;2;52;;22;1;2;2;6400;1;1;1;;2;4;2;;7;;;1;121;;5;4;1;5;3;2;1;4;4;4;3
1031;G021;1;2;15;2020;116.672.730.975.602;1;4;1;20;8;1996;11;11;11322;2;1;4;4;4;4;2;4;2;2;2;2;4;2;2;4;2;4;2;2;2;2;1;1;4;1;3;30;360;;990;1001;2;2;30;90;90;5;5;0;0;10;10;10;10;10;0;0;0;10;0;0;2;1;1;2;2;2;3;30;;99;99;2;1;2;2;;;;;3;3;2;52;1;52;1;22;1;1;2;0;1;2;998;;9;2;1;;3;4;;1;121;;2;2;1;5;3;2;1;4;4;4;3
1032;G012;1;2;15;2020;116.672.730.975.602;1;4;1;8;4;1990;19;19;19001;2;2;2;2;2;4;3;5;2;3;2;4;3;4;4;2;2;4;3;2;4;3;98;3;3;2;2;80;800;;998;;2;1;10;20;10;2;5;6;3;9;9;9;5;3;6;6;1;5;2;7;2;96;9;;2;2;2;99;;99;99;2;2;9;2;;;4;4;;;1;52;1;52;1;56;4;2;3;8000;2;9;998;;9;4;3;;7;;;1;121;;1;2;1;5;6;3;3;7;2;2;1
1033;G026;2;2;15;2020;108.481.113.361.927;1;4;1;26;11;1971;10;10;10027;3;3;2;2;2;4;1;1;2;2;2;2;2;4;4;2;4;2;4;1;2;2;98;3;2;2;2;91;999;;991;;91;91;10;30;30;2;4;5;5;6;3;3;1;5;5;5;5;4;5;8;1;96;9;;2;2;4;20;;20;99;2;2;1;1;4;2;;;;;1;51;1;51;1;24;3;2;3;0;1;2;998;;9;4;3;;7;;;1;121;;2;2;2;5;4;2;1;6;3;4;3
1034;G027;2;2;15;2020;136.642.050.352.914;1;4;1;24;1;1980;10;10;10027;3;3;4;2;4;3;4;2;2;4;8;4;8;4;2;2;2;2;2;2;2;2;98;2;2;8;8;30;398;;998;;2;1;30;30;30;4;5;4;1;9;6;5;2;9;4;3;5;9;5;3;1;1;2;3;2;2;2;20;;30;99;2;2;2;2;2;2;;;;;1;51;1;51;1;23;3;1;6;0;1;2;998;;9;4;3;;;;;1;121;;6;2;2;5;3;2;1;5;3;4;3
1035;G028;2;2;15;2020;108.481.113.361.927;1;4;1;1;1;1938;11;11;11322;4;4;3;2;4;2;2;2;4;4;2;4;2;2;4;2;4;4;4;3;2;1;2;4;5;5;4;98;999;;998;;2;1;97;97;30;2;2;5;7;8;5;4;3;7;7;4;5;5;7;5;2;5;2;7;2;2;3;10;;20;99;2;2;2;2;;;4;4;;;2;14;2;46;;23;1;2;5;9999998;2;9;998;;9;4;8;;3;;;1;121;;2;4;3;4;3;2;1;6;3;4;3
1036;G025;2;2;15;2020;104.804.752.757.694;1;4;2;13;3;1978;10;10;10027;2;3;2;4;4;2;4;2;4;4;4;2;2;3;4;4;2;2;2;3;4;3;4;4;4;4;2;74;740;;998;;2;1;10;30;30;4;4;10;1;5;8;10;6;0;8;9;10;0;8;9;3;4;2;1;1;2;1;20;;99;99;2;2;2;2;;;3;4;;;2;46;1;46;2;26;1;2;3;0;1;2;998;;9;4;3;;4;;;1;121;;5;2;3;4;4;2;2;7;2;2;1
1037;G020;2;2;15;2020;116.672.730.975.602;1;4;1;17;2;1989;19;19;19001;4;4;2;2;1;4;4;4;4;4;4;5;4;5;4;4;2;2;4;2;4;2;4;4;3;2;4;98;999;;997;;1;1;10;20;10;4;4;7;1;6;7;8;3;2;3;6;7;4;5;4;2;3;2;1;2;2;3;11;;11;99;2;2;2;2;;;4;4;;;2;44;1;44;1;56;1;2;5;0;3;9;998;;9;5;3;;7;;;1;121;;2;2;6;1;6;3;3;12;1;1;1
1038;G017;2;2;15;2020;108.481.113.361.927;1;4;1;4;2;1971;16;16;16001;2;3;2;2;2;4;2;2;2;2;2;2;2;2;4;2;2;2;4;3;4;1;1;98;3;1;2;30;350;;990;609;2;1;30;30;30;5;5;5;8;6;4;4;2;6;4;4;2;9;4;0;2;1;1;4;2;2;2;10;;10;99;1;1;1;2;;;;;2;2;3;94;1;94;1;16;1;2;2;0;3;9;998;;9;4;3;;;;;1;121;;4;3;4;3;2;1;1;6;3;4;3
1039;G012;1;2;15;2020;0.894882409322849;1;4;2;21;1;2000;11;11;11322;2;3;4;2;2;4;4;4;2;2;4;4;2;4;4;2;2;2;4;1;2;1;1;1;1;1;2;30;350;;990;609;1;2;30;90;90;4;5;3;1;10;8;6;5;10;0;2;1;9;0;2;2;1;1;2;1;2;3;30;;30;99;2;1;2;1;1;1;;;;;2;11;2;80;;62;4;2;1;0;2;9;998;;9;4;3;;7;;;1;121;;5;4;4;3;5;3;2;9;2;2;1
1040;G015;2;2;15;2020;0.832052522295433;1;4;2;5;5;1958;10;10;10027;1;1;2;1;4;4;4;4;2;4;4;2;2;4;4;2;2;2;2;3;4;1;1;1;2;1;4;30;350;;990;609;1;2;30;30;30;5;5;5;5;9;9;10;9;9;0;0;0;8;0;1;2;1;1;4;2;2;3;11;;20;99;1;2;2;1;;;;;4;3;2;14;2;40;;25;1;2;97;0;3;9;998;;9;4;3;;7;;;1;121;;2;4;6;1;4;2;1;10;1;1;1
1041;G028;2;2;15;2020;136.642.050.352.914;1;4;1;28;1;1982;28;28;28999;2;3;1;2;4;4;4;4;4;4;2;2;3;2;4;2;3;4;4;2;2;3;2;2;4;4;2;98;999;;997;;97;97;97;10;10;4;4;8;0;8;5;5;3;3;8;5;4;0;9;5;3;2;2;1;2;2;2;10;;10;99;2;1;9;9;9;9;;;;;2;76;1;76;1;26;4;2;2;0;1;2;998;;9;4;1;;3;;;1;121;;1;3;0;6;4;2;2;4;4;4;3
1042;G019;1;2;15;2020;0.894882409322849;1;4;2;17;7;1995;27;27;27522;2;3;2;1;3;4;4;4;2;4;4;4;2;4;4;2;2;2;4;1;2;3;2;2;3;2;3;10;120;;990;58 MARIO GARCIA;1;1;10;10;10;5;5;10;0;10;5;6;6;0;10;5;5;0;10;6;1;2;2;1;2;2;3;30;;30;99;2;1;2;1;;;3;2;;;2;52;2;51;1;52;1;2;2;0;2;9;998;;9;4;3;;7;;;1;121;;2;2;2;5;5;3;2;7;2;2;1
1043;G021;1;2;15;2020;136.642.050.352.914;1;4;1;5;5;1983;11;11;11322;2;2;2;2;4;4;4;2;4;4;2;2;4;2;2;2;4;4;5;1;2;2;2;2;2;3;2;10;110;;998;;2;1;10;30;30;4;2;7;2;8;8;5;5;4;8;5;5;2;8;8;2;96;9;;2;2;3;30;;10;99;2;2;2;2;;;;;2;2;2;72;1;72;1;23;4;2;5;0;1;2;998;;9;5;3;;7;;;1;121;;4;3;1;6;3;2;1;4;4;4;3
1044;G026;2;2;15;2020;116.672.730.975.602;1;4;1;24;3;1993;10;10;10027;2;1;2;2;3;4;3;4;2;2;2;2;4;4;4;2;2;4;2;1;2;1;98;97;1;1;5;98;999;;997;;1;1;97;97;97;5;5;97;0;0;0;0;0;0;0;0;0;0;0;0;1;96;9;;1;2;1;30;;30;99;1;2;2;1;2;3;;;;;1;45;1;45;1;26;3;2;6;9999998;3;9;998;;9;5;2;;7;;;1;990;ITALIANO ;5;2;5;2;4;2;2;9;2;2;1
1045;G013;2;2;15;2020;104.804.752.757.694;1;4;2;3;10;1978;21;21;21001;4;4;3;2;2;4;2;2;2;2;2;2;2;2;8;5;5;2;5;1;2;2;98;98;4;4;8;98;999;;997;;2;1;97;98;98;1;1;98;98;98;98;98;98;0;0;0;0;0;0;0;3;96;9;;2;2;2;99;;99;99;1;1;2;1;;;;;4;2;1;76;1;76;3;16;3;2;1;4000;1;2;998;;9;5;8;;7;;;1;121;;4;3;0;6;2;1;1;2;4;4;3
1046;G015;2;2;15;2020;0.894882409322849;1;4;2;29;6;1994;18;18;18001;1;2;2;1;4;4;4;5;2;2;5;5;1;4;4;1;1;5;2;2;2;2;2;3;2;2;1;10;160;;990;880;2;1;10;10;10;2;5;5;0;10;8;10;8;5;8;6;7;5;9;9;2;2;2;1;1;2;1;20;;20;99;2;1;2;2;1;2;;;;;1;11;2;50;;26;4;2;5;0;2;9;998;;9;4;3;;7;;;1;121;;4;4;3;5;4;2;2;7;2;2;1
1047;G028;2;2;15;2020;108.481.113.361.927;1;4;1;1;1;1973;11;11;11322;2;3;3;4;4;4;2;2;2;2;4;4;4;4;2;2;4;4;4;1;2;3;98;2;4;4;2;95;999;;995;;95;95;10;95;95;2;2;10;0;8;3;8;3;1;9;3;9;1;9;6;4;2;1;1;8;2;2;11;;11;99;2;2;1;2;3;4;;;;;2;14;1;56;;33;3;2;1;0;1;1;990;APOSTOLICA;5;4;7;;3;;;1;121;;1;4;1;5;3;2;1;4;4;4;3
1048;G020;2;2;15;2020;108.481.113.361.927;1;4;1;11;8;1965;11;11;11322;3;4;4;4;4;4;3;2;2;3;2;3;2;3;4;3;4;2;3;4;2;2;1;1;4;3;4;30;360;;990;1001;2;2;30;30;30;3;4;10;10;5;7;3;5;10;5;7;0;8;5;3;2;1;2;2;2;2;8;20;;30;99;1;1;2;2;;;;;4;4;1;70;1;70;2;16;4;1;4;0;3;9;998;;9;5;8;;7;;;1;121;;1;3;2;2;2;1;1;4;4;4;3
1049;G028;2;2;15;2020;0.894882409322849;1;4;2;19;3;1991;22;22;22522;2;3;4;1;4;4;2;2;4;3;2;2;2;4;4;4;2;4;5;3;2;2;2;2;2;8;2;80;800;;990;NOVICK;3;1;10;98;98;5;5;5;2;5;5;3;5;4;8;5;0;0;10;8;2;2;2;1;2;2;3;20;;11;99;2;1;2;9;;;;;1;2;2;47;2;52;2;26;1;2;4;0;1;1;1;;1;1;8;;3;;;1;121;;4;2;1;5;4;2;2;5;3;4;3
1050;G013;2;2;15;2020;0.832052522295433;1;4;2;0;0;1966;10;10;10027;1;1;2;1;4;2;5;5;2;5;5;5;2;5;5;5;2;1;1;3;2;7;98;98;4;4;4;96;999;;996;;96;96;96;91;96;2;2;98;97;97;97;7;4;9;9;9;98;97;97;97;1;96;9;;8;2;8;99;;99;99;1;1;9;2;;;4;4;;;1;61;2;40;1;57;1;2;97;0;1;1;1;;5;1;7;;;;;1;121;;4;3;6;1;6;3;3;12;1;1;1
1051;G028;2;2;15;2020;116.672.730.975.602;1;4;1;1;1;1985;12;12;12001;4;3;4;2;2;5;2;2;2;2;2;4;4;2;2;4;4;4;4;1;4;4;98;2;4;3;2;95;999;;995;;95;95;10;95;95;1;2;4;0;6;3;98;5;5;5;2;1;3;9;7;4;96;9;;2;2;3;11;;20;99;2;2;2;2;;;;;4;2;1;67;2;62;1;33;4;2;1;0;1;2;998;;9;2;4;;3;;;1;121;;6;3;5;2;3;2;1;8;2;2;1
1052;G027;2;2;15;2020;0.832052522295433;1;4;2;1;1;1962;25;25;25001;2;2;2;2;3;3;2;4;4;4;4;4;2;3;5;2;2;4;2;3;2;2;10;1;2;1;2;73;730;;998;;1;2;30;30;30;4;5;5;3;9;6;10;7;9;2;4;0;8;2;5;2;1;2;4;2;2;3;20;;20;99;1;1;2;2;;;3;3;;;2;13;2;22;;54;4;2;1;0;2;9;998;;9;4;3;;;;;1;121;;1;4;5;2;6;3;3;11;1;1;1
1053;G023;1;2;15;2020;116.672.730.975.602;1;4;1;5;5;1985;17;17;17001;2;2;2;1;4;4;2;4;2;2;4;5;4;2;2;2;2;4;4;1;1;4;4;2;5;2;2;74;740;;995;;2;1;10;95;95;5;1;5;8;3;6;4;4;0;6;0;6;0;6;2;2;4;2;3;1;2;1;11;;10;30;2;2;2;2;4;4;;;;;1;56;1;56;1;24;1;1;1;0;1;2;998;;9;4;3;;1;;;3;121;;2;2;1;5;4;2;1;5;3;4;3
1054;G012;1;2;15;2020;108.481.113.361.927;1;4;1;14;11;1961;12;12;12001;1;1;2;4;4;4;4;2;1;2;2;2;2;4;4;1;1;4;2;4;1;1;1;1;3;1;2;30;302;;990;99000;1;2;30;30;30;5;5;2;2;10;10;10;98;10;0;0;0;10;0;0;2;1;1;4;1;2;8;10;;20;99;1;1;2;2;;;;;4;4;1;51;1;51;1;24;1;1;4;0;1;1;990;CRISTIANO;1;5;3;;7;;;1;121;;3;2;2;5;4;2;1;6;3;4;3
1055;G017;2;2;15;2020;0.832052522295433;1;4;2;1;1;1969;16;16;16001;4;3;2;4;4;4;2;2;3;1;2;2;8;3;1;1;2;2;4;1;2;1;1;1;5;1;4;30;398;;998;;1;98;30;30;30;5;5;0;98;98;98;98;98;10;0;0;6;10;0;98;8;1;1;3;1;1;1;20;;20;30;2;2;9;2;2;9;;;;;2;10;2;55;;16;3;2;1;9999998;1;2;998;;9;5;3;;;;;1;701;;2;4;1;5;2;1;1;3;4;4;3
1056;G021;1;2;15;2020;0.894882409322849;1;4;2;12;5;1996;10;10;10027;4;3;3;2;2;4;2;2;2;3;2;2;3;4;4;4;2;2;2;1;2;4;98;98;4;1;2;30;350;;997;;2;2;30;30;30;2;2;5;4;6;7;6;6;6;4;4;4;6;5;4;2;1;2;2;2;2;2;99;;30;99;2;1;2;2;;;4;4;;;1;32;2;72;8;26;1;2;3;0;3;9;998;;9;5;1;;3;4;;1;121;;4;1;1;6;4;2;2;5;3;4;3
1057;G015;2;2;15;2020;0.894882409322849;1;4;2;10;8;1997;10;10;10027;2;3;4;1;4;5;5;4;4;5;4;4;2;2;4;1;1;5;5;1;4;8;2;2;8;8;8;10;111;;990;0,4;2;1;10;90;90;4;4;8;1;8;7;10;5;0;8;7;8;3;10;7;2;2;3;1;2;2;2;11;;10;99;2;2;1;2;;;;;1;1;1;45;2;82;3;54;4;2;98;9999998;3;9;998;;9;5;3;;7;;;1;121;;5;2;6;1;6;3;3;12;1;1;1
1058;G012;1;2;15;2020;104.804.752.757.694;1;4;2;8;7;1979;10;10;10027;2;3;2;2;4;2;4;2;2;2;2;2;2;4;4;2;2;4;2;3;1;2;2;2;2;2;2;10;112;;990;71;1;1;10;10;10;4;4;7;5;7;7;6;4;2;10;5;6;1;10;5;3;2;3;1;2;2;1;20;;20;99;2;1;1;1;2;2;;;;;1;46;2;51;1;26;1;2;6;0;3;9;998;;9;5;3;;7;;;1;121;;3;2;2;5;4;2;2;6;3;4;3
1059;G027;2;2;15;2020;0.832052522295433;1;4;2;1;1;1953;10;10;10027;1;3;2;1;4;2;3;4;3;4;2;3;3;5;4;2;3;4;2;3;3;3;2;2;4;3;2;20;210;;998;;2;1;10;20;10;5;5;6;0;6;6;8;6;0;9;9;8;0;9;9;1;2;1;1;1;2;3;10;;10;99;2;2;2;2;;;;;2;2;1;22;1;22;1;64;2;2;6;0;1;1;1;;3;4;3;;7;;;1;121;;2;1;5;2;6;3;3;11;1;1;1
1060;G015;2;2;15;2020;108.481.113.361.927;1;4;1;22;12;1961;13;13;13999;4;4;4;2;4;3;4;2;2;2;2;2;4;2;8;2;4;2;4;1;4;3;2;2;5;2;2;10;120;;998;;1;1;10;30;30;5;5;8;5;10;5;0;5;2;10;0;0;5;10;8;2;2;1;3;2;2;2;11;;11;20;2;2;2;2;4;4;;;;;1;13;1;52;;16;3;2;2;0;1;2;998;;9;1;3;;7;;;1;121;;2;4;1;5;2;1;1;3;4;4;3
1061;G023;1;2;15;2020;108.481.113.361.927;1;4;1;2;5;1973;10;10;10027;4;4;5;4;1;5;1;1;1;1;1;1;2;5;5;5;5;2;5;2;2;3;1;2;3;3;2;95;999;;995;;95;95;95;95;95;4;2;3;2;6;0;5;98;10;0;0;98;8;98;0;2;1;2;2;2;2;4;30;;30;30;2;1;2;1;;;;;4;2;2;72;2;55;2;13;1;2;1;2800;2;9;998;;9;2;3;;4;;;1;121;;3;3;1;5;1;1;1;2;4;4;3
1062;G026;2;2;15;2020;108.481.113.361.927;1;4;1;19;3;1962;17;17;17001;2;3;2;1;2;2;2;4;2;2;1;2;2;2;4;5;5;2;5;3;2;3;2;2;2;2;2;98;999;;997;;1;1;97;97;10;5;5;10;3;9;6;8;98;3;9;6;8;3;9;6;2;2;2;1;1;2;4;10;;10;99;2;1;9;1;2;2;;;;;1;31;1;31;1;16;1;1;2;0;1;1;990;EVANGELICO ;5;1;3;;7;;;1;121;;4;1;2;5;2;1;1;4;4;4;3
1063;G027;2;2;15;2020;0.894882409322849;1;4;2;19;1;1997;24;24;24001;2;2;2;2;4;4;4;4;2;2;2;4;2;4;4;2;1;4;2;2;4;2;1;1;2;2;4;30;360;;998;;1;2;30;91;98;4;2;2;1;9;7;8;5;9;0;3;0;9;0;5;2;1;1;2;2;2;1;10;;10;99;1;1;2;1;2;2;;;;;1;42;2;52;2;21;4;2;3;0;3;9;998;;9;4;3;;;;;1;121;;2;2;1;5;3;2;1;4;4;4;3
1064;G028;2;2;15;2020;116.672.730.975.602;1;4;1;1;1;1987;10;10;10002;2;3;2;2;4;4;4;4;4;4;4;4;2;4;4;2;2;4;4;4;2;3;3;3;2;3;2;97;999;;997;;2;97;95;95;95;4;4;6;4;9;8;10;6;7;8;9;6;6;6;8;2;3;3;1;8;2;2;11;;20;99;2;2;2;9;;;;;3;3;1;51;1;51;1;25;4;2;4;2000;2;9;998;;9;4;7;;3;;;2;121;;4;2;2;5;4;2;1;6;3;4;3
1065;G023;1;2;15;2020;116.672.730.975.602;1;4;1;1;1;1987;14;14;14001;4;4;5;2;2;4;1;2;2;1;4;2;2;2;5;2;2;2;5;3;2;3;7;3;4;4;4;96;999;;996;;96;96;96;40;97;1;2;5;3;5;8;8;10;3;5;8;8;2;5;8;4;7;2;1;2;2;3;10;;10;10;2;1;2;9;;;4;4;;;1;13;2;31;;23;4;2;2;0;1;2;998;;9;2;3;;;;;1;121;;6;4;2;5;3;2;1;5;3;4;3
1066;G015;2;2;15;2020;0.894882409322849;1;4;2;9;6;1990;22;22;22522;2;2;2;2;4;4;4;4;4;4;2;2;4;2;4;2;1;5;4;1;4;4;2;2;4;2;2;10;110;;990;404;1;1;10;10;30;5;5;5;8;6;98;6;4;0;10;4;5;0;10;9;3;2;2;1;8;2;8;99;;99;99;2;2;2;2;;;4;4;;;1;23;1;23;1;53;4;2;3;0;1;2;998;;9;4;1;;7;;;1;121;;2;1;5;2;5;3;2;10;1;1;1
1067;G017;2;2;15;2020;116.672.730.975.602;1;4;1;1;1;1997;15;15;15001;2;2;2;1;4;4;4;4;2;3;4;4;3;4;4;3;1;4;1;1;2;3;2;4;5;2;5;74;740;;990;LUIS SERGIO BOTANA;3;1;10;90;90;5;5;8;3;10;7;9;6;2;9;6;10;0;10;5;3;4;1;1;2;2;8;10;;10;99;2;1;2;1;;;1;1;;;1;96;1;96;1;16;1;2;6;0;1;1;990;ESPERITISTA;1;5;8;;7;;;1;121;;8;3;6;1;2;1;1;8;2;2;1
1068;G012;1;2;15;2020;0.832052522295433;1;4;2;1;1;1966;22;22;22522;4;3;2;2;4;2;4;2;2;4;2;2;2;5;4;4;2;2;4;3;4;2;98;2;4;2;1;20;210;;998;;2;1;10;20;10;2;2;10;1;9;8;7;5;1;10;9;6;2;8;9;3;2;2;1;2;2;2;20;;20;99;2;1;2;2;;;3;3;;;1;55;1;55;1;23;3;2;2;0;1;2;998;;9;2;3;;7;;;1;121;;2;2;1;5;3;2;1;4;4;4;3
1069;G019;1;2;15;2020;104.804.752.757.694;1;4;2;12;8;1984;14;14;14001;2;3;2;2;2;4;4;2;2;2;2;2;4;2;4;4;2;2;4;1;2;3;4;4;3;2;2;74;740;;997;;1;2;10;97;97;4;4;7;3;5;2;7;4;1;6;0;10;2;6;4;2;2;2;3;1;2;2;10;;10;99;2;1;2;2;;;4;2;;;1;70;1;70;1;51;1;2;5;0;1;1;1;;4;1;3;;4;;;1;121;;2;3;2;2;5;3;2;7;2;2;1
1070;G012;1;2;15;2020;136.642.050.352.914;1;4;1;19;12;1984;22;22;22522;2;3;2;2;1;4;2;1;1;2;2;2;4;5;5;2;2;5;5;1;4;4;2;2;2;5;2;10;120;;998;;1;1;10;10;10;2;5;10;0;8;9;98;98;0;10;7;4;4;9;8;2;2;2;1;2;2;2;20;;20;99;2;2;2;2;;;4;4;;;1;94;2;22;1;23;1;2;6;0;2;9;998;;9;5;4;;3;;;1;121;;3;3;5;2;3;2;1;8;2;2;1
1071;G027;2;2;15;2020;0.832052522295433;1;4;2;1;1;1968;18;18;18001;2;3;2;3;2;2;2;2;2;2;2;2;3;2;2;5;5;5;5;2;2;3;1;4;2;2;4;30;398;;998;;2;1;10;98;98;2;2;0;0;98;10;98;98;10;0;0;0;8;0;0;4;1;1;2;1;2;1;30;;30;99;2;2;2;2;4;9;;;;;2;52;2;31;1;11;1;2;3;0;1;1;990;EVANGELICA;5;1;3;;;;;1;121;;2;2;2;5;1;1;1;3;4;4;3
1072;G026;2;2;15;2020;0.832052522295433;1;4;2;9;4;1973;11;11;11322;3;4;2;2;2;1;4;2;2;2;4;4;2;5;5;2;2;2;5;1;5;1;1;1;2;1;1;30;350;;990;609;1;1;30;30;30;1;5;8;0;6;5;10;7;10;0;0;0;10;10;0;2;1;1;3;2;2;1;30;;30;99;2;1;1;1;;;;;2;1;1;13;1;76;;15;4;2;1;0;1;2;998;;9;2;3;;7;;;1;121;;7;4;0;6;2;1;1;2;4;4;3
1073;G015;2;2;15;2020;104.804.752.757.694;1;4;2;28;5;1982;11;11;11322;2;3;2;2;4;4;4;2;2;4;4;4;4;4;4;4;4;4;2;3;2;2;1;1;3;2;3;30;302;;998;;2;1;30;30;30;2;2;0;0;8;7;7;5;9;5;3;3;9;7;8;2;1;2;3;2;2;2;11;;11;99;2;2;1;9;3;3;;;;;2;55;2;51;1;15;1;2;5;0;1;1;1;;1;4;1;;7;;;1;121;;5;2;2;5;2;1;1;4;4;4;3
1074;G023;1;2;15;2020;108.481.113.361.927;1;4;1;5;5;1972;26;26;26421;2;3;2;1;2;4;4;5;4;4;2;4;2;2;5;2;2;2;2;2;1;3;3;2;4;4;2;20;230;;990;600;2;1;10;40;10;2;4;5;2;6;7;8;6;2;6;7;6;4;8;8;2;3;2;1;2;2;3;20;;30;41;2;2;2;2;;;;;1;1;1;44;1;44;1;54;1;1;7;0;1;1;1;;3;4;3;;;;;1;121;;3;2;6;1;6;3;3;12;1;1;1
1075;G016;2;2;17;2020;104.804.752.757.694;1;4;2;24;12;1978;18;18;18001;2;1;2;2;2;4;2;2;2;2;2;2;2;2;4;4;3;2;5;1;2;4;1;98;3;4;8;30;398;;998;;2;2;30;30;30;2;3;5;3;98;98;98;98;10;0;0;98;8;0;5;4;1;1;2;2;2;3;99;;20;99;2;2;1;2;1;1;;;;;2;76;2;32;3;33;1;2;2;0;1;2;998;;9;1;3;;;;;1;121;;10;3;1;5;3;2;1;4;4;4;3
1076;G027;2;2;17;2020;0.894882409322849;1;4;2;13;7;1989;12;12;12001;4;4;2;4;1;4;1;2;1;1;2;4;5;2;1;2;2;2;4;1;1;2;7;98;4;2;4;96;999;;996;;96;97;96;30;30;1;5;9;8;5;98;7;6;10;5;0;2;0;0;8;4;1;2;3;2;2;2;30;;10;99;2;1;2;1;2;2;;;;;9;52;1;52;1;26;4;7;2;0;1;1;1;;2;4;8;;7;;;1;121;;2;2;1;5;4;2;2;5;3;4;3
1077;G027;2;2;17;2020;108.481.113.361.927;1;4;1;2;9;1957;12;12;12001;3;3;2;2;2;4;2;2;2;2;2;2;2;4;4;5;2;5;4;2;2;3;4;4;4;4;4;98;999;;998;;97;98;95;20;98;1;2;98;98;98;98;98;98;98;98;98;98;98;98;98;3;4;2;98;2;2;3;10;;20;99;2;2;9;2;;;;;2;2;2;31;1;31;1;32;1;2;5;0;1;1;1;;3;2;4;;3;;;1;121;;2;1;2;5;3;2;1;5;3;4;3
